doc,exp,sent_t,chain_t,umap_t,hdbscan_t,cluster_t
6625,allow_hierarchical,0,0.002,0.096,,0.002
6626,allow_hierarchical,0,0.0,0.056,,0.002
6627,allow_hierarchical,0,0.004,0.228,,0.004
6628,allow_hierarchical,0,0.003,0.137,,0.002
6629,allow_hierarchical,0,0.003,0.094,,0.002
6630,allow_hierarchical,0,0.002,0.152,,0.004
6631,allow_hierarchical,0,0.005,0.172,,0.002
6632,allow_hierarchical,0,0.005,0.174,,0.003
6633,allow_hierarchical,0,0.0,0.085,,0.002
6634,allow_hierarchical,0,0.0,0.077,,0.002
6635,allow_hierarchical,0,0.004,0.111,,0.003
6636,allow_hierarchical,0,0.002,0.08,,0.002
6637,allow_hierarchical,0,0.001,0.066,,0.002
6638,allow_hierarchical,0,0.002,0.083,,0.002
6639,allow_hierarchical,0,0.005,0.127,,0.002
6640,allow_hierarchical,0,0.005,0.242,,0.004
6641,allow_hierarchical,0,0.001,0.087,,0.002
6642,allow_hierarchical,0,0.002,0.213,,0.003
6643,allow_hierarchical,0,0.005,0.2,,0.004
6644,allow_hierarchical,0,0.002,0.094,,0.002
6645,allow_hierarchical,0,0.003,0.121,,0.004
6646,allow_hierarchical,0,0.004,0.107,,0.002
6647,allow_hierarchical,0,0.0,0.062,,0.002
6648,allow_hierarchical,0,0.002,0.147,,0.003
6649,allow_hierarchical,0,0.005,0.152,,0.004
6650,allow_hierarchical,0,0.004,0.242,,0.005
6651,allow_hierarchical,0,0.004,0.12,,0.003
6652,allow_hierarchical,0,0.004,0.106,,0.002
6653,allow_hierarchical,0,0.003,0.088,,0.002
6654,allow_hierarchical,0,0.005,0.178,,0.002
6655,allow_hierarchical,0,0.0,0.078,,0.002
6656,allow_hierarchical,0,0.003,0.178,,0.002
6657,allow_hierarchical,0,0.006,0.18,,0.002
